,Kinga,16,18,18
,Kinga,75,64,112
,Kinga,73,48,112
,Kinga,78,64,112
,Kinga,71,48,80
,Kinga,65,96,240
,Kinga,9,80,624
,Kinga,16,32,32
,Kinga,73,64,160
,Kinga,84,64,80
,Kinga,32,48,128
,Kinga,73,64,48
,Kinga,83,96,1
,Kinga,32,79,160
,Kinga,78,48,128
,Kinga,79,64,209
,Kinga,84,95,48
,Kinga,32,48,272
,Kinga,84,80,48
,Kinga,72,80,48
,Kinga,69,96,64
,Kinga,32,64,128
,Kinga,67,112,288
,Kinga,82,80,64
,Kinga,73,96,144
,Kinga,84,80,112
,Kinga,73,80,192
,Kinga,67,96,80
,Kinga,32,144,112
,Kinga,87,64,64
,Kinga,72,64,96
,Kinga,79,112,272
,Kinga,32,128,273
,Kinga,67,95,320
,Kinga,8,48,768
,Kinga,67,64,32
,Kinga,79,64,80
,Kinga,85,48,128
,Kinga,78,64,80
,Kinga,84,48,161
,Kinga,83,127,64
,Kinga,32,112,592
,Kinga,78,128,128
,Kinga,79,112,80
,Kinga,84,48,80
,Kinga,32,32,224
,Kinga,72,80,82
,Kinga,69,94,16
,Kinga,32,80,128
,Kinga,77,96,33
,Kinga,65,95,1
,Kinga,78,63,144
,Kinga,32,80,912
,Kinga,87,64,320
,Kinga,72,80,64
,Kinga,79,80,112
,Kinga,32,80,224
,Kinga,80,32,32
,Kinga,79,96,112
,Kinga,73,96,80
,Kinga,78,64,128
,Kinga,84,64,224
,Kinga,83,96,48
,Kinga,32,48,624
,Kinga,79,64,144
,Kinga,85,80,208
,Kinga,84,16,16
,Kinga,32,97,159
,Kinga,72,80,80
,Kinga,79,112,16
,Kinga,87,96,80
,Kinga,32,128,672
,Kinga,84,64,80
,Kinga,72,96,48
,Kinga,69,80,32
,Kinga,32,80,64
,Kinga,83,80,112
,Kinga,84,80,64
,Kinga,82,81,32
,Kinga,79,79,96
,Kinga,78,80,368
,Kinga,71,64,129
,Kinga,32,127,128
,Kinga,77,112,16
,Kinga,65,96,1
,Kinga,78,63,96
,Kinga,32,112,224
,Kinga,83,64,192
,Kinga,84,64,48
,Kinga,85,64,128
,Kinga,77,80,96
,Kinga,66,64,144
,Kinga,76,96,16
,Kinga,69,80,128
,Kinga,83,96,1
,Kinga,32,63,112
,Kinga,79,96,80
,Kinga,82,80,16
,Kinga,32,80,144
,Kinga,72,64,256
,Kinga,8,80,176
,Kinga,87,48,48
,Kinga,72,49,63
,Kinga,69,80,128
,Kinga,82,112,32
,Kinga,69,96,32
,Kinga,32,80,304
,Kinga,84,64,48
,Kinga,72,96,48
,Kinga,69,80,16
,Kinga,32,112,80
,Kinga,68,112,0
,Kinga,79,64,112
,Kinga,69,96,80
,Kinga,82,81,287
,Kinga,32,112,208
,Kinga,79,64,320
,Kinga,68,80,96
,Kinga,32,96,352
,Kinga,8,64,80
,Kinga,8,64,64
,Kinga,70,64,1
,Kinga,32,95,208
,Kinga,70,32,240
,Kinga,8,80,128
,Kinga,68,80,128
,Kinga,69,32,80
,Kinga,69,80,81
,Kinga,68,111,304
,Kinga,83,80,96
,Kinga,32,80,432
,Kinga,67,80,64
,Kinga,79,64,144
,Kinga,85,48,144
,Kinga,76,64,144
,Kinga,68,48,32
,Kinga,32,48,192
,Kinga,72,64,48
,Kinga,65,82,78
,Kinga,86,80,64
,Kinga,69,96,32
,Kinga,32,80,96
,Kinga,68,112,32
,Kinga,79,64,128
,Kinga,78,65,33
,Kinga,69,78,48
,Kinga,32,79,81
,Kinga,84,64,64
,Kinga,72,80,48
,Kinga,69,96,32
,Kinga,77,48,96
,Kinga,32,80,113
,Kinga,66,79,48
,Kinga,69,64,160
,Kinga,84,80,96
,Kinga,84,96,64
,Kinga,69,144,1
,Kinga,82,95,17
,Kinga,32,94,337
,Kinga,16,49,49
,Kinga,84,71,138
,Kinga,72,63,32
,Kinga,69,96,144
,Kinga,32,79,33
,Kinga,67,112,160
,Kinga,82,112,224
,Kinga,69,96,160
,Kinga,68,96,96
,Kinga,73,80,48
,Kinga,84,64,176
,Kinga,32,112,176
,Kinga,66,64,97
,Kinga,69,63,32
,Kinga,76,64,128
,Kinga,79,48,128
,Kinga,78,65,255
,Kinga,71,112,128
,Kinga,83,112,19
,Kinga,32,77,288
,Kinga,84,64,32
,Kinga,79,80,80
,Kinga,32,96,16
,Kinga,84,80,80
,Kinga,72,64,64
,Kinga,69,80,32
,Kinga,32,64,128
,Kinga,77,113,63
,Kinga,65,96,19
,Kinga,78,77,112
,Kinga,32,95,177
,Kinga,87,80,384
,Kinga,72,64,416
,Kinga,32,144,144
,Kinga,73,64,224
,Kinga,83,96,32
,Kinga,32,79,97
,Kinga,65,96,96
,Kinga,67,64,128
,Kinga,84,64,48
,Kinga,85,64,112
,Kinga,65,96,21
,Kinga,76,59,96
,Kinga,76,80,128
,Kinga,89,80,112
,Kinga,32,95,401
,Kinga,73,64,96
,Kinga,78,48,96
,Kinga,32,79,32
,Kinga,84,48,49
,Kinga,72,64,79
,Kinga,69,97,32
,Kinga,32,63,97
,Kinga,65,144,144
,Kinga,82,128,16
,Kinga,69,96,80
,Kinga,78,96,48
,Kinga,65,128,1
,Kinga,32,78,96
,Kinga,87,81,96
,Kinga,72,64,256
,Kinga,83,64,80
,Kinga,79,64,177
,Kinga,69,79,48
,Kinga,32,79,289
,Kinga,70,64,96
,Kinga,65,112,80
,Kinga,67,80,48
,Kinga,69,112,48
,Kinga,32,79,113
,Kinga,73,112,47
,Kinga,83,81,1
,Kinga,32,78,129
,Kinga,77,96,1
,Kinga,65,111,208
,Kinga,82,48,112
,Kinga,82,96,32
,Kinga,69,59900,191
,Kinga,32,79,129
,Kinga,66,160,0
,Kinga,89,128,160
,Kinga,32,111,257
,Kinga,68,95,48
,Kinga,85,81,64
,Kinga,83,96,48
,Kinga,84,80,160
,Kinga,32,111,113
,Kinga,65,144,19
,Kinga,78,77,80
,Kinga,68,112,32
,Kinga,32,79,769
,Kinga,83,96,304
,Kinga,69,96,432
,Kinga,65,176,0
,Kinga,84,79,97
,Kinga,32,79,225
,Kinga,65,128,18
,Kinga,78,78,224
,Kinga,68,113,79
,Kinga,32,96,544
,Kinga,66,64,18
,Kinga,76,78,128
,Kinga,79,49,95
,Kinga,79,79,625
,Kinga,68,80,256
,Kinga,188,80,112
,Kinga,32,63,128
,Kinga,87,114,62
,Kinga,72,49,112
,Kinga,79,80,112
,Kinga,32,64,0
,Kinga,83,79,193
,Kinga,84,80,160
,Kinga,82,112,624
,Kinga,73,80,176
,Kinga,86,96,177
,Kinga,69,63,176
,Kinga,83,80,96
,Kinga,32,63,465
,Kinga,86,64,146
,Kinga,76,78,78
,Kinga,65,79,143
,Kinga,73,32,32
,Kinga,65,95,113
,Kinga,78,64,96
,Kinga,84,80,176
,Kinga,76,96,63
,Kinga,89,81,80
,Kinga,32,111,385
,Kinga,8,63,161
,Kinga,76,48,304
,Kinga,8,64,400
,Kinga,32,80,96
,Kinga,87,80,384
,Kinga,72,48,112
,Kinga,79,81,127
,Kinga,32,80,63
,Kinga,69,80,161
,Kinga,82,32,95
,Kinga,82,97,112
,Kinga,83,112,65
,Kinga,32,94,128
,Kinga,87,81,80
,Kinga,72,80,112
